measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,174,Eastern Sub-Saharan Africa,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,1,Number,1990,25161.46342942496,30340.70591329041,20165.879981314472
1,Deaths,174,Eastern Sub-Saharan Africa,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,1,Number,1990,34148.08080343981,41647.8350295316,26822.785919902773
1,Deaths,174,Eastern Sub-Saharan Africa,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,1,Number,1990,17797.370839640967,23597.314094561087,12961.664373712876
1,Deaths,174,Eastern Sub-Saharan Africa,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,2,Percent,1990,0.4062267460684832,0.5112304133534094,0.3420447788838338
1,Deaths,174,Eastern Sub-Saharan Africa,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,2,Percent,1990,0.1555601603879763,0.16768872086725176,0.14245906671562403
1,Deaths,174,Eastern Sub-Saharan Africa,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,2,Percent,1990,0.42427239148709395,0.4983043502424052,0.35120608578297097
1,Deaths,174,Eastern Sub-Saharan Africa,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,2,Percent,1990,0.575609914272124,0.672086862896112,0.4786372218441481
1,Deaths,174,Eastern Sub-Saharan Africa,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,2,Percent,1990,0.29995867485798255,0.38406168426711706,0.22406095708702045
1,Deaths,174,Eastern Sub-Saharan Africa,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,3,Rate,1990,12.68075166378976,16.459679956002873,9.858780907258053
1,Deaths,174,Eastern Sub-Saharan Africa,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,3,Rate,1990,4.850829633326695,5.498457710680704,4.137966597175268
1,Deaths,174,Eastern Sub-Saharan Africa,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,3,Rate,1990,13.231291126101095,15.95482369442361,10.604336651371147
1,Deaths,174,Eastern Sub-Saharan Africa,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,3,Rate,1990,17.956952296326037,21.90073846830131,14.104906509701765
1,Deaths,174,Eastern Sub-Saharan Africa,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,3,Rate,1990,9.358843356586668,12.408774769994446,6.81596105442931
1,Deaths,1,Global,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,1,Number,1990,1225183.5826969207,1405597.2257629023,1046643.7547312442
1,Deaths,1,Global,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,1,Number,1990,1576433.5228995546,1646539.8632712823,1495490.833110839
1,Deaths,1,Global,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,1,Number,1990,3112664.5599028715,3646904.883775614,2560056.587805897
1,Deaths,1,Global,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,1,Number,1990,3268624.6184277423,3734090.235125256,2745105.953224369
1,Deaths,1,Global,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,1,Number,1990,2588048.93616709,3185565.3474193634,2017002.7944790542
1,Deaths,1,Global,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,2,Percent,1990,0.2150869117625725,0.24397268978692022,0.18462527146303442
1,Deaths,1,Global,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,2,Percent,1990,0.27681430334522783,0.28893504603104675,0.26642014310268136
1,Deaths,1,Global,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,2,Percent,1990,0.546478181897414,0.6378891982590044,0.45844549265340956
1,Deaths,1,Global,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,2,Percent,1990,0.5738819256568708,0.6467688578726014,0.4835214451889522
1,Deaths,1,Global,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,2,Percent,1990,0.4543622228220224,0.5536206799611713,0.3575568529122382
1,Deaths,1,Global,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,3,Rate,1990,22.901279706458094,26.273593342607484,19.563991648790495
1,Deaths,1,Global,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,3,Rate,1990,29.466886070322683,30.777322263497005,27.95389552325373
1,Deaths,1,Global,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,3,Rate,1990,58.182302412020675,68.16838715904827,47.85288736292742
1,Deaths,1,Global,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,3,Rate,1990,61.097526688411435,69.79806629102687,51.31185248195265
1,Deaths,1,Global,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,3,Rate,1990,48.37612372400338,59.54497274919669,37.702060178926835
1,Deaths,96,Southern Latin America,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,1,Number,1990,8392.015575161258,12969.860426651487,4415.017642131119
1,Deaths,96,Southern Latin America,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,1,Number,1990,19552.050764497977,20745.486525118664,18406.888245725488
1,Deaths,96,Southern Latin America,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,1,Number,1990,28526.47628449244,35409.658838240524,22225.921307574386
1,Deaths,96,Southern Latin America,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,1,Number,1990,40157.67627711093,45514.8997169456,34081.17167046409
1,Deaths,96,Southern Latin America,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,1,Number,1990,28524.91022654512,35978.51843154799,21378.408486961045
1,Deaths,96,Southern Latin America,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,2,Percent,1990,0.1262724730981491,0.19386386338706402,0.06581196344817646
1,Deaths,96,Southern Latin America,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,2,Percent,1990,0.29413643517804144,0.3118093614008161,0.27859699122409415
1,Deaths,96,Southern Latin America,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,2,Percent,1990,0.4289890697197516,0.5280610383325188,0.3381405020915299
1,Deaths,96,Southern Latin America,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,2,Percent,1990,0.604018984876289,0.678086376261753,0.5108296717874304
1,Deaths,96,Southern Latin America,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,2,Percent,1990,0.42901491037858547,0.5374670159398061,0.32847852507172515
1,Deaths,96,Southern Latin America,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,3,Rate,1990,16.9390818331566,26.179351690186436,8.911607046612517
1,Deaths,96,Southern Latin America,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,3,Rate,1990,39.46534476009939,41.874266172448074,37.153861726730746
1,Deaths,96,Southern Latin America,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,3,Rate,1990,57.58000707539587,71.47354570222984,44.862488215659305
1,Deaths,96,Southern Latin America,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,3,Rate,1990,81.05730483875112,91.87073165297862,68.79202626894029
1,Deaths,96,Southern Latin America,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,3,Rate,1990,57.57684602505135,72.62177512534147,43.151803947447256
1,Deaths,5,East Asia,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,1,Number,1990,206415.5068227129,241215.74870921558,177928.09841558948
1,Deaths,5,East Asia,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,1,Number,1990,194630.73793763804,222334.8276033712,166862.83230985436
1,Deaths,5,East Asia,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,1,Number,1990,278464.46723372996,345013.913102868,217532.4772662649
1,Deaths,5,East Asia,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,1,Number,1990,392712.3535801945,462149.55436938093,319960.96662148624
1,Deaths,5,East Asia,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,1,Number,1990,260115.98515052517,325909.7507450905,203197.2077650237
1,Deaths,5,East Asia,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,2,Percent,1990,0.32703929658765796,0.36166075483576476,0.2949770799171087
1,Deaths,5,East Asia,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,2,Percent,1990,0.3083272420053021,0.32939122376850033,0.2858596091041499
1,Deaths,5,East Asia,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,2,Percent,1990,0.4412152769362497,0.529996319033659,0.3565556926293753
1,Deaths,5,East Asia,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,2,Percent,1990,0.6222146889075414,0.7011744568397376,0.5286624577115308
1,Deaths,5,East Asia,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,2,Percent,1990,0.4120749236195931,0.5037951400156918,0.3282256430141846
1,Deaths,5,East Asia,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,3,Rate,1990,16.84837580290514,19.688896664738394,14.523131106506003
1,Deaths,5,East Asia,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,3,Rate,1990,15.886460596134096,18.147768000555757,13.619944303449113
1,Deaths,5,East Asia,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,3,Rate,1990,22.72927099289713,28.161276033300222,17.755782899909857
1,Deaths,5,East Asia,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,3,Rate,1990,32.05459423765747,37.72230821712516,26.116364467373504
1,Deaths,5,East Asia,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,3,Rate,1990,21.231601916047136,26.601925615504314,16.585686662904372
1,Deaths,73,Western Europe,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,1,Number,1990,105261.56886184576,166629.88830788183,48128.87926303794
1,Deaths,73,Western Europe,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,1,Number,1990,259005.77045726706,270416.25420635374,246179.05210653433
1,Deaths,73,Western Europe,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,1,Number,1990,566196.0899186909,672752.773421853,458513.4143959616
1,Deaths,73,Western Europe,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,1,Number,1990,494525.2729936805,569969.3560580524,406464.69625100493
1,Deaths,73,Western Europe,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,1,Number,1990,449770.3722021615,572298.6041835502,330592.196242225
1,Deaths,73,Western Europe,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,2,Percent,1990,0.11492618597838174,0.18228318068259095,0.0521725100557622
1,Deaths,73,Western Europe,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,2,Percent,1990,0.2827708755112808,0.2963393156360039,0.27126667565262563
1,Deaths,73,Western Europe,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,2,Percent,1990,0.6179474653367643,0.7215941650300862,0.49730216067387834
1,Deaths,73,Western Europe,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,2,Percent,1990,0.5397595096441027,0.6160753859556053,0.44329342418071127
1,Deaths,73,Western Europe,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,2,Percent,1990,0.4908675321116683,0.6171911255241697,0.3665869518078409
1,Deaths,73,Western Europe,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,3,Rate,1990,27.369660148907393,43.326386476557694,12.51426406636636
1,Deaths,73,Western Europe,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,3,Rate,1990,67.34556581923451,70.3124706993719,64.01041771265368
1,Deaths,73,Western Europe,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,3,Rate,1990,147.21987071134984,174.92628099584775,119.2206848275599
1,Deaths,73,Western Europe,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,3,Rate,1990,128.5843333253674,148.20097913489275,105.68720112389745
1,Deaths,73,Western Europe,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,3,Rate,1990,116.94735662146098,148.80662020871168,85.95916018415247
1,Deaths,104,Caribbean,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,1,Number,1990,7708.30377014909,10502.624329236864,5428.253279598538
1,Deaths,104,Caribbean,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,1,Number,1990,10565.3753590128,11234.023706449854,9908.25021835406
1,Deaths,104,Caribbean,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,1,Number,1990,21435.399879375072,25632.995100931133,17230.61039099448
1,Deaths,104,Caribbean,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,1,Number,1990,21680.28512472656,25670.80638140018,17267.547666858267
1,Deaths,104,Caribbean,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,1,Number,1990,17679.844726617026,22381.51319470895,13442.445825523399
1,Deaths,104,Caribbean,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,2,Percent,1990,0.17504752187122607,0.23598740336667698,0.12255948492771213
1,Deaths,104,Caribbean,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,2,Percent,1990,0.24001797708558506,0.25425762305078015,0.22708007908677114
1,Deaths,104,Caribbean,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,2,Percent,1990,0.48681992244241934,0.5805861325738018,0.3997241675532829
1,Deaths,104,Caribbean,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,2,Percent,1990,0.4923718576576394,0.5741276643188764,0.3949950129595358
1,Deaths,104,Caribbean,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,2,Percent,1990,0.40150573315003246,0.5023338988715383,0.3089176040861733
1,Deaths,104,Caribbean,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,3,Rate,1990,21.852763823160895,29.774562061110657,15.388902724713372
1,Deaths,104,Caribbean,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,3,Rate,1990,29.95245897257697,31.848052977820252,28.08953284391467
1,Deaths,104,Caribbean,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,3,Rate,1990,60.76858735549494,72.6686187679985,48.84816045541268
1,Deaths,104,Caribbean,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,3,Rate,1990,61.462828214445864,72.77581238757809,48.952876303385366
1,Deaths,104,Caribbean,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,3,Rate,1990,50.12172363225981,63.450784560800365,38.108850220509275
1,Deaths,158,South Asia,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,1,Number,1990,286767.63043378235,338133.86075050937,243344.31155498084
1,Deaths,158,South Asia,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,1,Number,1990,198417.1110524429,220843.42112027988,174885.50661433107
1,Deaths,158,South Asia,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,1,Number,1990,369189.6993468,437661.6466374021,307254.9868190953
1,Deaths,158,South Asia,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,1,Number,1990,460917.8283501284,536517.4523547677,380363.7970490952
1,Deaths,158,South Asia,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,1,Number,1990,299159.99909608054,370779.61775373016,236909.81408975273
1,Deaths,158,South Asia,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,2,Percent,1990,0.38004453804415816,0.4356616155976507,0.3380190398577111
1,Deaths,158,South Asia,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,2,Percent,1990,0.2630344877378058,0.27955400690131343,0.24532866208798704
1,Deaths,158,South Asia,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,2,Percent,1990,0.48931992146960307,0.5611224613072953,0.41795346622536506
1,Deaths,158,South Asia,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,2,Percent,1990,0.6109098717742948,0.6835465421329923,0.519665748311529
1,Deaths,158,South Asia,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,2,Percent,1990,0.3965635347590046,0.47798123437352763,0.3183304648437665
1,Deaths,158,South Asia,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,3,Rate,1990,26.126184585897963,30.805944336698833,22.17006986456841
1,Deaths,158,South Asia,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,3,Rate,1990,18.0769428561908,20.120109009660112,15.93307801265018
1,Deaths,158,South Asia,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,3,Rate,1990,33.635310295503956,39.87349949127936,27.992700879212155
1,Deaths,158,South Asia,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,3,Rate,1990,41.99227173649673,48.879833377892616,34.65333502412975
1,Deaths,158,South Asia,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,3,Rate,1990,27.255200823323232,33.780161029574366,21.583850045268193
1,Deaths,32,Central Asia,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,1,Number,1990,28553.943337459405,36110.187614537244,21641.978178304245
1,Deaths,32,Central Asia,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,1,Number,1990,30287.631512786462,31796.150361878565,28695.860781929747
1,Deaths,32,Central Asia,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,1,Number,1990,75037.61040490479,88168.20044120456,62023.910264177204
1,Deaths,32,Central Asia,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,1,Number,1990,83947.09349433142,94637.33046813021,71547.63278000748
1,Deaths,32,Central Asia,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,1,Number,1990,54230.12337679149,67742.98500208517,41499.34320616802
1,Deaths,32,Central Asia,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,2,Percent,1990,0.21691201652859668,0.274197379051724,0.1647403960041586
1,Deaths,32,Central Asia,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,2,Percent,1990,0.23011450338245223,0.24377378033406935,0.21879537746670424
1,Deaths,32,Central Asia,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,2,Percent,1990,0.569924495473222,0.6646238029516927,0.4724949731659793
1,Deaths,32,Central Asia,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,2,Percent,1990,0.637647128187273,0.7113905573081323,0.5439098295479623
1,Deaths,32,Central Asia,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,2,Percent,1990,0.4119180215940149,0.5130340280973497,0.3172647886881243
1,Deaths,32,Central Asia,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,3,Rate,1990,41.22347926660712,52.132469160163986,31.244638548794946
1,Deaths,32,Central Asia,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,3,Rate,1990,43.726414069892265,45.90427072401169,41.42836623302554
1,Deaths,32,Central Asia,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,3,Rate,1990,108.33219566854977,127.28889806592487,89.54424783266067
1,Deaths,32,Central Asia,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,3,Rate,1990,121.19486360455238,136.6284153573283,103.2936964826201
1,Deaths,32,Central Asia,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,3,Rate,1990,78.29231641417205,97.80090632973896,59.91282163794819
1,Deaths,120,Andean Latin America,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,1,Number,1990,4976.797426135196,6067.478663259087,3953.903328949375
1,Deaths,120,Andean Latin America,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,1,Number,1990,2640.715729715008,3027.6830188463473,2294.6625710983994
1,Deaths,120,Andean Latin America,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,1,Number,1990,6258.153687779087,8097.2697519534995,4577.277269511465
1,Deaths,120,Andean Latin America,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,1,Number,1990,10856.297271842575,12888.375741425727,8700.653381753269
1,Deaths,120,Andean Latin America,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,1,Number,1990,7936.92531574244,10281.550070002333,6019.149947305607
1,Deaths,120,Andean Latin America,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,2,Percent,1990,0.2533278445961284,0.29473392926802633,0.209364204266492
1,Deaths,120,Andean Latin America,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,2,Percent,1990,0.1344715429002133,0.14572917706239868,0.1239031135112612
1,Deaths,120,Andean Latin America,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,2,Percent,1990,0.31859943881747027,0.406208079753155,0.23790109450717417
1,Deaths,120,Andean Latin America,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,2,Percent,1990,0.5526558527690167,0.6343242676216182,0.46068148046111346
1,Deaths,120,Andean Latin America,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,2,Percent,1990,0.40409959919928345,0.5051840341390326,0.3120116087590459
1,Deaths,42,Central Europe,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,1,Number,1990,79812.73239481209,102216.63503274618,58120.26528023313
1,Deaths,42,Central Europe,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,1,Number,1990,122051.39514364843,126925.70647394889,116926.06723571675
1,Deaths,42,Central Europe,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,1,Number,1990,236462.43389319564,275144.5806100462,197245.5218354638
1,Deaths,42,Central Europe,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,1,Number,1990,244571.5277979754,278459.3556303367,207293.1282930444
1,Deaths,42,Central Europe,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,1,Number,1990,188145.81409156078,230785.62534263532,144130.05718423295
1,Deaths,42,Central Europe,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,2,Percent,1990,0.20470098933817385,0.261403628529549,0.14856256656634995
1,Deaths,42,Central Europe,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,2,Percent,1990,0.31307110719273096,0.32734579491179727,0.300740361195618
1,Deaths,42,Central Europe,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,2,Percent,1990,0.6064539603543417,0.7027143577403347,0.5057256047427956
1,Deaths,42,Central Europe,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,2,Percent,1990,0.6272561165910012,0.7088864907106217,0.5336118881334012
1,Deaths,42,Central Europe,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,2,Percent,1990,0.4825254788160862,0.5927903478358676,0.3742921042915603
1,Deaths,42,Central Europe,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,3,Rate,1990,64.90593471735608,83.1254117155683,47.2650168819359
1,Deaths,42,Central Europe,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,3,Rate,1990,99.25559052619019,103.21951612432096,95.08753126276778
1,Deaths,42,Central Europe,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,3,Rate,1990,192.29783064508237,223.75522865911535,160.40554657637063
1,Deaths,42,Central Europe,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,3,Rate,1990,198.8923714383604,226.45089593693032,168.57653971535257
1,Deaths,42,Central Europe,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,3,Rate,1990,153.00541104597488,187.68129197850828,117.21057282104393
1,Deaths,9,Southeast Asia,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,1,Number,1990,78316.74819236265,90140.84202563083,67069.5259425598
1,Deaths,9,Southeast Asia,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,1,Number,1990,73104.28751022919,80785.42993820687,65798.9047155737
1,Deaths,9,Southeast Asia,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,1,Number,1990,140768.64480297625,164742.51894786934,118317.55861711156
1,Deaths,9,Southeast Asia,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,1,Number,1990,143639.87645678085,173243.79386040027,116550.07050455615
1,Deaths,9,Southeast Asia,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,1,Number,1990,105420.31449335793,129528.04558532141,83643.04853998803
1,Deaths,9,Southeast Asia,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,2,Percent,1990,0.3149539391404614,0.351067117052797,0.278913151428337
1,Deaths,9,Southeast Asia,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,2,Percent,1990,0.29405347337654514,0.31034345847995926,0.2780309279612351
